MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
75.0,0.1713,75.0,13500.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.0829,0.2253,0.2426,0.1193,10.0,9.0,1893.0,2000.0,0.1505,0.1048,0.06,0.0529,0.1548,0.0,0.4419,0.2745,0.1369,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,1237.0,1237.0,0.2548,0.2163,0.6388,0.2496,1521.0,1254.0,0.0,2775.0,0.0,0.0,3.0,1.0,3.0,1.0,0.2698,9.0,0.1814,1.0,0.2122,0.1201,1988.0,0.2067,2.0,880.0,0.2222,0.2296,0.4298,105.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.1035,0.1726
50.0,0.1713,51.0,6120.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0271,0.1133,0.1256,0.2426,0.1086,4.0,7.0,1935.0,1995.0,0.1505,0.1048,0.043,0.0407,0.1548,0.0,0.1736,0.2509,0.1369,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,884.0,884.0,0.2548,0.2964,0.6388,0.2496,989.0,584.0,0.0,1573.0,0.0,0.0,1.0,0.0,3.0,1.0,0.2698,6.0,0.1814,0.0,0.0,0.1201,1935.0,0.2067,1.0,240.0,0.193,0.2296,0.4298,0.0,0.0,54.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,0.1035,0.1726
20.0,0.259,88.0,11443.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0527,0.1133,0.1256,0.2426,0.1335,8.0,5.0,2005.0,2006.0,0.1921,0.1048,0.0856,0.0765,0.2028,208.0,0.2786,0.2509,0.2331,0.3667,0.2666,0.2769,0.2099,1460.0,0.1584,0.0,408.0,1868.0,0.2548,0.2964,0.6388,0.2496,2028.0,0.0,0.0,2028.0,1.0,0.0,2.0,0.0,2.0,1.0,0.2698,7.0,0.1814,2.0,0.2122,0.1817,2005.0,0.2939,3.0,880.0,0.193,0.2296,0.4298,326.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,0.1641,0.2682
30.0,0.259,55.0,10267.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0271,0.1132,0.1256,0.2426,0.1335,6.0,7.0,1918.0,2000.0,0.1505,0.1048,0.0653,0.0575,0.1548,0.0,0.1736,0.2303,0.1369,0.1578,0.3102,0.2071,0.131,210.0,0.18,606.0,0.0,816.0,0.2548,0.2964,0.6388,0.2496,838.0,0.0,0.0,838.0,1.0,0.0,1.0,0.0,2.0,1.0,0.1343,5.0,0.1814,0.0,0.0,0.1201,1961.0,0.3491,1.0,275.0,0.193,0.2296,0.2652,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.2229,0.0,0.0,5.0,2008.0,0.1035,0.1726
85.0,0.259,74.0,8740.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0297,0.1133,0.1256,0.2426,0.1025,5.0,6.0,1982.0,1982.0,0.1921,0.1048,0.0653,0.0598,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.222,0.1441,672.0,0.1584,0.0,168.0,840.0,0.2548,0.1963,0.6388,0.2496,860.0,0.0,0.0,860.0,1.0,0.0,1.0,0.0,2.0,1.0,0.178,4.0,0.1814,0.0,0.0,0.1201,1996.0,0.2067,2.0,528.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,0.1035,0.1726
20.0,0.259,65.0,25095.0,0.5818,0.0,0.2493,0.2685,0.5682,0.1826,0.3517,0.0462,0.1133,0.1256,0.2426,0.1335,5.0,8.0,1968.0,2003.0,0.1709,0.1081,0.06,0.0529,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.2769,0.2099,1324.0,0.1584,0.0,113.0,1437.0,0.2548,0.2964,0.6388,0.2496,1473.0,0.0,0.0,1473.0,2.0,0.0,1.0,0.0,1.0,1.0,0.4179,5.0,0.1814,2.0,0.2122,0.1817,1968.0,0.2067,1.0,452.0,0.193,0.2296,0.4298,0.0,48.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,0.1035,0.2682
40.0,0.1713,50.0,9100.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0271,0.1132,0.084,0.2426,0.1335,5.0,6.0,1930.0,1960.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2509,0.1369,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,742.0,742.0,0.2548,0.1963,0.6388,0.1632,779.0,0.0,156.0,935.0,0.0,0.0,1.0,0.0,2.0,1.0,0.178,4.0,0.1814,0.0,0.0,0.1201,1988.0,0.2067,1.0,308.0,0.193,0.2296,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,600.0,8.0,2008.0,0.1035,0.1726
60.0,0.259,64.0,8320.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.043,0.1133,0.1256,0.2426,0.1593,7.0,5.0,2004.0,2004.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.2099,490.0,0.1584,0.0,280.0,770.0,0.2548,0.2964,0.6388,0.2496,770.0,812.0,0.0,1582.0,0.0,0.0,2.0,1.0,3.0,1.0,0.2698,6.0,0.1814,0.0,0.0,0.1817,2004.0,0.2939,2.0,520.0,0.193,0.2296,0.4298,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,0.1035,0.1726
60.0,0.259,97.0,13478.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1875,0.3097,0.0688,0.1133,0.1256,0.2426,0.1593,10.0,5.0,2008.0,2008.0,0.1505,0.1048,0.0928,0.082,0.2631,420.0,0.4419,0.2509,0.2331,0.3667,0.2666,0.2769,0.2099,1338.0,0.1584,0.0,384.0,1722.0,0.2548,0.2964,0.6388,0.2496,1728.0,568.0,0.0,2296.0,1.0,0.0,2.0,1.0,3.0,1.0,0.4179,10.0,0.1814,1.0,0.2122,0.2281,2008.0,0.2939,3.0,842.0,0.193,0.2296,0.4298,382.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,0.1196,0.1726
20.0,0.259,60.0,6600.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.034,0.1133,0.1256,0.2426,0.1335,5.0,8.0,1982.0,2003.0,0.1505,0.1048,0.0653,0.0598,0.1548,0.0,0.1736,0.2303,0.2331,0.1578,0.3102,0.178,0.2099,816.0,0.1584,0.0,0.0,816.0,0.2548,0.2964,0.6388,0.2496,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,0.178,4.0,0.1814,0.0,0.0,0.1201,1985.0,0.3491,2.0,816.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.1035,0.1726
120.0,0.1713,44.47396239348948,4435.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.043,0.1133,0.1256,0.2377,0.1335,6.0,5.0,2003.0,2003.0,0.1505,0.1048,0.0856,0.0765,0.2028,170.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.222,0.2099,685.0,0.1584,0.0,163.0,848.0,0.2548,0.2964,0.6388,0.2496,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,0.2698,4.0,0.1814,0.0,0.0,0.1817,2003.0,0.3491,2.0,420.0,0.193,0.2296,0.4298,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,0.1035,0.1726
20.0,0.259,88.0,7990.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.043,0.1133,0.1256,0.2426,0.1335,5.0,6.0,1975.0,1975.0,0.1921,0.1048,0.0653,0.0598,0.1548,0.0,0.1736,0.2509,0.155,0.2273,0.2666,0.178,0.1522,0.0,0.1584,0.0,924.0,924.0,0.2548,0.1963,0.6388,0.2496,924.0,0.0,0.0,924.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,5.0,0.1814,0.0,0.0,0.1201,1981.0,0.2067,1.0,280.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,4.0,2008.0,0.1035,0.1726
20.0,0.259,69.0,11302.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0675,0.1133,0.1256,0.2426,0.1335,8.0,5.0,2005.0,2006.0,0.1505,0.1048,0.0856,0.1137,0.2028,238.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.2769,0.2099,1422.0,0.1584,0.0,392.0,1814.0,0.2548,0.2964,0.6388,0.2496,1826.0,0.0,0.0,1826.0,1.0,0.0,2.0,0.0,3.0,1.0,0.2698,7.0,0.1814,1.0,0.1928,0.1817,2005.0,0.3491,3.0,758.0,0.193,0.2296,0.4298,180.0,75.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,0.1641,0.2682
70.0,0.1713,60.0,3600.0,0.5818,0.4211,0.1993,0.2376,0.5682,0.1826,0.3097,0.0279,0.1133,0.1256,0.2426,0.1593,6.0,7.0,1910.0,1993.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,684.0,684.0,0.2548,0.2964,0.3612,0.1632,684.0,684.0,0.0,1368.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,7.0,0.1814,0.0,0.0,0.1201,1930.0,0.2067,1.0,216.0,0.193,0.1401,0.2652,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,0.1035,0.1726
120.0,0.259,53.0,3922.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0424,0.1133,0.1256,0.2377,0.1335,7.0,5.0,2006.0,2007.0,0.1505,0.1048,0.0856,0.0765,0.2028,72.0,0.2786,0.2509,0.2331,0.3667,0.2666,0.222,0.1522,0.0,0.1584,0.0,1258.0,1258.0,0.2548,0.2964,0.6388,0.2496,1402.0,0.0,0.0,1402.0,0.0,2.0,0.0,2.0,2.0,1.0,0.2698,7.0,0.1814,1.0,0.2122,0.1817,2006.0,0.3491,3.0,648.0,0.193,0.2296,0.4298,120.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,0.1641,0.2682
20.0,0.259,80.0,12984.0,0.5818,0.0,0.1993,0.1887,0.5682,0.1826,0.3097,0.0458,0.1133,0.1256,0.2426,0.1335,5.0,6.0,1977.0,1977.0,0.1505,0.1048,0.0705,0.0599,0.2028,459.0,0.1736,0.2509,0.155,0.2273,0.2666,0.2071,0.1441,1283.0,0.1409,147.0,0.0,1430.0,0.2548,0.2964,0.6388,0.2496,1647.0,0.0,0.0,1647.0,1.0,0.0,2.0,0.0,3.0,1.0,0.2698,7.0,0.1814,1.0,0.1928,0.1817,1977.0,0.3491,2.0,621.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,0.1035,0.1726
160.0,0.1713,24.0,1950.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0299,0.1133,0.1256,0.1775,0.1593,6.0,6.0,1980.0,1980.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2303,0.155,0.2273,0.2666,0.178,0.1354,81.0,0.1552,612.0,23.0,716.0,0.2548,0.1963,0.6388,0.2496,716.0,840.0,0.0,1556.0,1.0,0.0,2.0,1.0,3.0,1.0,0.178,6.0,0.1814,1.0,0.1928,0.1817,1980.0,0.3491,2.0,452.0,0.193,0.2296,0.4298,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2971,0.0,0.0,7.0,2008.0,0.0859,0.1726
60.0,0.259,74.0,10927.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0688,0.1133,0.1256,0.2426,0.1593,8.0,5.0,2005.0,2005.0,0.1505,0.1048,0.0856,0.0765,0.2028,280.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.222,0.2099,546.0,0.1584,0.0,512.0,1058.0,0.2548,0.2964,0.6388,0.2496,1058.0,846.0,0.0,1904.0,1.0,0.0,2.0,1.0,3.0,1.0,0.4179,8.0,0.1814,1.0,0.2122,0.2281,2003.0,0.3491,2.0,736.0,0.193,0.2296,0.4298,179.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,0.1035,0.1726
50.0,0.1713,50.0,9000.0,0.5818,0.0,0.1993,0.1887,0.5682,0.1826,0.3097,0.0218,0.1133,0.1256,0.2426,0.1086,6.0,6.0,1937.0,1950.0,0.1505,0.1048,0.06,0.0529,0.1548,0.0,0.1736,0.2303,0.2331,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,780.0,780.0,0.2548,0.1963,0.6388,0.2496,780.0,595.0,0.0,1375.0,0.0,0.0,1.0,1.0,3.0,1.0,0.2698,6.0,0.1814,1.0,0.2122,0.1201,1979.0,0.2067,1.0,544.0,0.193,0.2296,0.305,0.0,162.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,0.1035,0.1726
60.0,0.259,80.0,10041.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0406,0.1133,0.1256,0.2426,0.1593,8.0,5.0,1992.0,1992.0,0.1505,0.1048,0.0653,0.0598,0.1548,0.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.2071,0.2099,789.0,0.1584,0.0,119.0,908.0,0.2548,0.2964,0.6388,0.2496,927.0,988.0,0.0,1915.0,1.0,0.0,2.0,1.0,3.0,1.0,0.2698,8.0,0.1814,1.0,0.1928,0.1817,1992.0,0.3491,2.0,506.0,0.193,0.2296,0.4298,120.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2006.0,0.1035,0.1443
160.0,0.2902,30.0,3182.0,0.5818,0.5789,0.1993,0.2376,0.5682,0.1826,0.3097,0.049,0.1133,0.1256,0.2377,0.1593,7.0,5.0,2004.0,2005.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.1522,0.0,0.1584,0.0,600.0,600.0,0.2548,0.2964,0.6388,0.2496,600.0,600.0,0.0,1200.0,0.0,0.0,2.0,1.0,2.0,1.0,0.2698,4.0,0.1814,0.0,0.0,0.1201,2004.0,0.2939,2.0,480.0,0.193,0.2296,0.4298,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,0.1035,0.1726
20.0,0.259,88.0,12803.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.043,0.1133,0.1256,0.2426,0.1335,7.0,5.0,2002.0,2002.0,0.1505,0.1048,0.0856,0.0765,0.2028,99.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.2071,0.2099,922.0,0.1584,0.0,572.0,1494.0,0.2548,0.2964,0.6388,0.2496,1494.0,0.0,0.0,1494.0,1.0,0.0,2.0,0.0,3.0,1.0,0.2698,6.0,0.1814,1.0,0.1928,0.1817,2002.0,0.2939,2.0,530.0,0.193,0.2296,0.4298,192.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,0.1035,0.1726
60.0,0.259,85.0,13600.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0317,0.1133,0.1256,0.2426,0.1593,7.0,6.0,1965.0,1990.0,0.1505,0.1048,0.0653,0.0598,0.2028,176.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1333,454.0,0.1584,0.0,314.0,768.0,0.2548,0.1963,0.6388,0.2496,1186.0,800.0,0.0,1986.0,0.0,0.0,2.0,1.0,3.0,1.0,0.178,7.0,0.1814,3.0,0.1568,0.1817,1965.0,0.2067,2.0,486.0,0.193,0.2296,0.4298,0.0,42.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,0.1035,0.1726
20.0,0.259,82.0,12464.0,0.5818,0.0,0.2901,0.2685,0.5682,0.1875,0.3386,0.043,0.1133,0.1256,0.2426,0.1335,5.0,5.0,1996.0,1996.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2303,0.2331,0.2273,0.2666,0.178,0.2099,732.0,0.1584,0.0,308.0,1040.0,0.2548,0.2163,0.6388,0.2496,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0.0,3.0,1.0,0.2698,6.0,0.1814,0.0,0.0,0.1201,2000.0,0.2067,2.0,576.0,0.193,0.2296,0.4298,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2971,0.0,0.0,11.0,2009.0,0.1035,0.1726
20.0,0.259,78.0,7800.0,0.5818,0.0,0.1993,0.1887,0.5682,0.1826,0.3386,0.0279,0.1133,0.1256,0.2426,0.1593,5.0,8.0,1948.0,2002.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2303,0.155,0.1578,0.3102,0.178,0.2099,603.0,0.1584,0.0,293.0,896.0,0.2548,0.2964,0.6388,0.2496,1112.0,896.0,0.0,2008.0,1.0,0.0,3.0,0.0,3.0,1.0,0.4179,8.0,0.1814,0.0,0.0,0.1817,1948.0,0.2067,1.0,230.0,0.193,0.2296,0.4298,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,0.1035,0.1726
70.0,0.259,78.0,12168.0,0.5818,0.0,0.1993,0.3053,0.5682,0.1826,0.3386,0.0458,0.1133,0.1256,0.2426,0.1593,8.0,6.0,1934.0,1998.0,0.1505,0.1048,0.078,0.0529,0.1548,0.0,0.1736,0.2509,0.2331,0.2273,0.2666,0.2071,0.1333,428.0,0.1584,0.0,537.0,965.0,0.2548,0.1963,0.6388,0.2496,1940.0,1254.0,0.0,3194.0,0.0,0.0,2.0,1.0,4.0,1.0,0.178,10.0,0.1814,2.0,0.2122,0.1438,1934.0,0.2067,2.0,380.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2007.0,0.1035,0.1649
20.0,0.259,61.0,7943.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0297,0.0875,0.1256,0.2426,0.1335,4.0,5.0,1961.0,1961.0,0.1505,0.1048,0.0856,0.0765,0.145,192.0,0.1736,0.1399,0.155,0.1578,0.2666,0.2071,0.131,903.0,0.1584,0.0,126.0,1029.0,0.2548,0.2163,0.6388,0.2496,1029.0,0.0,0.0,1029.0,1.0,0.0,1.0,0.0,3.0,1.0,0.178,5.0,0.1814,0.0,0.0,0.1817,1961.0,0.2067,1.0,261.0,0.193,0.2296,0.4298,64.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,0.1035,0.1726
60.0,0.259,77.68943742879567,11050.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.043,0.1321,0.1256,0.2426,0.1593,9.0,5.0,2000.0,2000.0,0.1921,0.1048,0.0856,0.0765,0.2028,204.0,0.2786,0.2509,0.2331,0.3667,0.2666,0.2071,0.2099,904.0,0.1584,0.0,536.0,1440.0,0.2548,0.2964,0.6388,0.2496,1476.0,677.0,0.0,2153.0,1.0,0.0,2.0,1.0,3.0,1.0,0.4179,8.0,0.1814,2.0,0.3166,0.1817,2000.0,0.3491,3.0,736.0,0.193,0.2296,0.4298,253.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,0.1035,0.1726
80.0,0.259,74.13197273210758,10395.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1837,0.3097,0.0411,0.1133,0.1256,0.2426,0.1264,6.0,6.0,1978.0,1978.0,0.1505,0.1048,0.0653,0.0598,0.2028,233.0,0.1736,0.2509,0.155,0.2273,0.2666,0.222,0.1441,605.0,0.1584,0.0,427.0,1032.0,0.2548,0.1963,0.6388,0.2496,1032.0,0.0,0.0,1032.0,0.0,1.0,2.0,0.0,3.0,1.0,0.178,6.0,0.1814,1.0,0.1928,0.1817,1978.0,0.2067,2.0,564.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.227,500.0,7.0,2007.0,0.1035,0.1726
60.0,0.259,79.24733038813724,11885.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.043,0.1133,0.1256,0.2426,0.1593,8.0,5.0,2001.0,2001.0,0.1505,0.1048,0.0856,0.0765,0.2028,108.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.222,0.2099,990.0,0.1584,0.0,309.0,1299.0,0.2548,0.2964,0.6388,0.2496,1299.0,573.0,0.0,1872.0,1.0,0.0,2.0,1.0,3.0,1.0,0.4179,7.0,0.1814,1.0,0.1928,0.2281,2001.0,0.2939,2.0,531.0,0.193,0.2296,0.4298,160.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,0.1035,0.1726
20.0,0.259,70.0,8402.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.034,0.0875,0.1256,0.2426,0.1335,5.0,5.0,2007.0,2007.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.1736,0.2509,0.2331,0.2273,0.2666,0.178,0.1441,206.0,0.1584,0.0,914.0,1120.0,0.2548,0.2964,0.6388,0.2496,1120.0,0.0,0.0,1120.0,0.0,0.0,1.0,0.0,3.0,1.0,0.178,6.0,0.1814,0.0,0.0,0.0925,1974.7301420474553,0.1503,0.0,0.0,0.1064,0.1263,0.4298,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,0.1641,0.2682
180.0,0.1713,21.0,1491.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0214,0.1133,0.1256,0.2377,0.1025,4.0,6.0,1972.0,1972.0,0.1505,0.1048,0.0928,0.082,0.1548,0.0,0.1736,0.2509,0.155,0.2273,0.2666,0.222,0.1354,150.0,0.1552,480.0,0.0,630.0,0.2548,0.2964,0.6388,0.2496,630.0,0.0,0.0,630.0,1.0,0.0,1.0,0.0,1.0,1.0,0.178,3.0,0.1814,0.0,0.0,0.0925,1976.5599889295474,0.1503,0.0,0.0,0.1064,0.1263,0.4298,96.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,0.1035,0.1726
85.0,0.259,80.0,8800.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0317,0.0875,0.1256,0.2426,0.1025,6.0,7.0,1963.0,1963.0,0.1505,0.1048,0.0599,0.0534,0.2028,156.0,0.1736,0.2303,0.2331,0.1578,0.2666,0.2769,0.2099,763.0,0.1584,0.0,173.0,936.0,0.2548,0.2964,0.6388,0.2496,1054.0,0.0,0.0,1054.0,1.0,0.0,1.0,0.0,3.0,1.0,0.2698,6.0,0.1814,0.0,0.0,0.1817,1963.0,0.2939,2.0,480.0,0.193,0.2296,0.4298,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.0,5.0,2010.0,0.1035,0.1443
60.0,0.259,65.19860280041989,7861.0,0.5818,0.0,0.2493,0.2376,0.5682,0.1826,0.3097,0.0419,0.1133,0.1256,0.2426,0.1593,6.0,5.0,2002.0,2003.0,0.1505,0.1048,0.0856,0.0765,0.1548,0.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.178,0.2099,457.0,0.1584,0.0,326.0,783.0,0.2548,0.2964,0.6388,0.2496,807.0,702.0,0.0,1509.0,1.0,0.0,2.0,1.0,3.0,1.0,0.2698,7.0,0.1814,1.0,0.2122,0.1817,2002.0,0.3491,2.0,393.0,0.193,0.2296,0.4298,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,0.1035,0.1726
45.0,0.259,59.0,7227.0,0.5818,0.0,0.1993,0.3053,0.5682,0.1875,0.3386,0.0317,0.0829,0.1256,0.2426,0.0835,6.0,6.0,1954.0,1954.0,0.1505,0.1048,0.0599,0.0534,0.1548,0.0,0.1736,0.2509,0.155,0.1578,0.2666,0.178,0.1522,0.0,0.1584,0.0,832.0,832.0,0.2548,0.2163,0.6388,0.2496,832.0,0.0,0.0,832.0,0.0,0.0,1.0,0.0,2.0,1.0,0.2698,4.0,0.1814,0.0,0.0,0.1201,1962.0,0.2067,2.0,528.0,0.193,0.2296,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.1035,0.1726
20.0,0.259,90.0,11694.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0688,0.1133,0.1256,0.2426,0.1335,9.0,5.0,2007.0,2007.0,0.1921,0.1048,0.0928,0.082,0.2028,452.0,0.4419,0.2509,0.2331,0.3667,0.2666,0.222,0.2099,48.0,0.1584,0.0,1774.0,1822.0,0.2548,0.2964,0.6388,0.2496,1828.0,0.0,0.0,1828.0,0.0,0.0,2.0,0.0,3.0,1.0,0.2698,9.0,0.1814,1.0,0.2122,0.1817,2007.0,0.2067,3.0,774.0,0.193,0.2296,0.4298,0.0,108.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.1641,0.2682
60.0,0.259,85.0,12244.0,0.5818,0.0,0.1993,0.2376,0.5682,0.1826,0.3097,0.0527,0.1133,0.1256,0.2426,0.1593,8.0,5.0,2003.0,2003.0,0.1921,0.1048,0.0856,0.0765,0.2631,226.0,0.2786,0.2509,0.2331,0.2273,0.2666,0.2769,0.2099,871.0,0.1584,0.0,611.0,1482.0,0.2548,0.2964,0.6388,0.2496,1482.0,780.0,0.0,2262.0,1.0,0.0,2.0,1.0,4.0,1.0,0.2698,10.0,0.1814,2.0,0.2122,0.1817,2003.0,0.3491,3.0,749.0,0.193,0.2296,0.4298,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,0.1035,0.1726
